,name,description,variables
894,B10050,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN BY LENGTH OF TIME RESPONSIBLE FOR OWN GRANDCHILDREN FOR THE POPULATION 30 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B10050.json
895,B10051,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN BY PRESENCE OF PARENT OF GRANDCHILDREN AND AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10051.json
896,B10052,DISABILITY STATUS OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10052.json
897,B10053,NATIVITY BY GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS BY AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10053.json
898,B10054,LANGUAGE AND ABILITY TO SPEAK ENGLISH OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10054.json
899,B10056,SEX OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10056.json
900,B10057,MARITAL STATUS BY GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10057.json
901,B10058,EMPLOYMENT STATUS OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10058.json
902,B10059,POVERTY STATUS IN THE PAST 12 MONTHS OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10059.json
903,C27007,MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27007.json
904,C27006,MEDICARE COVERAGE BY SEX BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27006.json
905,C27005,DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27005.json
906,C27004,EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27004.json
907,C27009,VA HEALTH CARE BY SEX BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27009.json
908,C27008,TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27008.json
909,C15010,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/C15010.json
910,B07410PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07410PR.json
911,B19082,SHARES OF AGGREGATE HOUSEHOLD INCOME BY QUINTILE,http://api.census.gov/data/2019/acs/acs5/groups/B19082.json
912,B19083,GINI INDEX OF INCOME INEQUALITY,http://api.census.gov/data/2019/acs/acs5/groups/B19083.json
913,B22010,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B22010.json
914,B25116,TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER,http://api.census.gov/data/2019/acs/acs5/groups/B25116.json
915,B26205,GROUP QUARTERS TYPE (5 TYPES) BY SCHOOL ENROLLMENT,http://api.census.gov/data/2019/acs/acs5/groups/B26205.json
916,C27021,HEALTH INSURANCE COVERAGE STATUS  BY LIVING ARRANGEMENT,http://api.census.gov/data/2019/acs/acs5/groups/C27021.json
917,B25115,TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN,http://api.census.gov/data/2019/acs/acs5/groups/B25115.json
918,B26204,GROUP QUARTERS TYPE (5 TYPES) BY MARITAL STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B26204.json
919,B25118,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B25118.json
920,B26207,GROUP QUARTERS TYPE (5 TYPES) BY VETERAN STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B26207.json
921,B25117,TENURE BY HOUSE HEATING FUEL,http://api.census.gov/data/2019/acs/acs5/groups/B25117.json
922,B26206,GROUP QUARTERS TYPE (5 TYPES) BY EDUCATIONAL ATTAINMENT,http://api.census.gov/data/2019/acs/acs5/groups/B26206.json
923,B26209,GROUP QUARTERS TYPE (5 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B26209.json
924,B25119,MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY TENURE,http://api.census.gov/data/2019/acs/acs5/groups/B25119.json
925,B26208,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B26208.json
926,B25110,AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,http://api.census.gov/data/2019/acs/acs5/groups/B25110.json
927,B24021,"OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24021.json
928,B24022,"SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24022.json
929,B25112,AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT,http://api.census.gov/data/2019/acs/acs5/groups/B25112.json
930,B26201,GROUP QUARTERS TYPE (5 TYPES) BY SEX BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/B26201.json
931,B25111,MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT,http://api.census.gov/data/2019/acs/acs5/groups/B25111.json
932,B25114,AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,http://api.census.gov/data/2019/acs/acs5/groups/B25114.json
933,B26203,GROUP QUARTERS TYPE (5 TYPES),http://api.census.gov/data/2019/acs/acs5/groups/B26203.json
934,B25113,MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT,http://api.census.gov/data/2019/acs/acs5/groups/B25113.json
935,B26202,MEDIAN AGE BY GROUP QUARTERS TYPE (5 TYPES),http://api.census.gov/data/2019/acs/acs5/groups/B26202.json
936,C27018,PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27018.json
937,C27017,PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27017.json
938,C27016,HEALTH INSURANCE COVERAGE STATUS BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/C27016.json
939,C27014,PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE,http://api.census.gov/data/2019/acs/acs5/groups/C27014.json
940,C27013,PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE,http://api.census.gov/data/2019/acs/acs5/groups/C27013.json
941,C27012,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE,http://api.census.gov/data/2019/acs/acs5/groups/C27012.json
942,B25105,MEDIAN MONTHLY HOUSING COSTS (DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B25105.json
943,B25104,MONTHLY HOUSING COSTS,http://api.census.gov/data/2019/acs/acs5/groups/B25104.json
944,B25107,MEDIAN VALUE BY YEAR STRUCTURE BUILT,http://api.census.gov/data/2019/acs/acs5/groups/B25107.json
945,B25106,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B25106.json
946,B25109,MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT,http://api.census.gov/data/2019/acs/acs5/groups/B25109.json
947,B25108,AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT,http://api.census.gov/data/2019/acs/acs5/groups/B25108.json
948,B02009,BLACK OR AFRICAN AMERICAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,http://api.census.gov/data/2019/acs/acs5/groups/B02009.json
949,B02008,WHITE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,http://api.census.gov/data/2019/acs/acs5/groups/B02008.json
950,B24011,OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24011.json
951,B25101,MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B25101.json
952,B24012,SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24012.json
953,B25100,MORTGAGE STATUS BY RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B25100.json
954,B02001,RACE,http://api.census.gov/data/2019/acs/acs5/groups/B02001.json
955,B25103,MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B25103.json
956,B25102,MORTGAGE STATUS BY REAL ESTATE TAXES PAID,http://api.census.gov/data/2019/acs/acs5/groups/B25102.json
957,C17002,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/C17002.json
958,B05003A,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B05003A.json
959,B05003C,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B05003C.json
960,B05003B,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B05003B.json
961,B05003I,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B05003I.json
962,B05003H,"SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B05003H.json
963,B05003E,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B05003E.json
964,B05003D,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B05003D.json
965,B05003G,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B05003G.json
966,B05003F,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B05003F.json
967,B19037,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19037.json
968,B06004EPR,PLACE OF BIRTH (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06004EPR.json
969,B99186,ALLOCATION OF SELF-CARE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99186.json
970,B19001I,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001I.json
971,B99185,ALLOCATION OF AMBULATORY DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99185.json
972,B19001G,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001G.json
973,B19025I,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025I.json
974,B99187,AGE BY ALLOCATION OF INDEPENDENT LIVING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99187.json
975,B19001H,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B19001H.json
976,B07404EPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07404EPR.json
977,B08136,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY MEANS OF TRANSPORTATION TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08136.json
978,B99182,ALLOCATION OF HEARING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,http://api.census.gov/data/2019/acs/acs5/groups/B99182.json
979,B08137,MEANS OF TRANSPORTATION TO WORK BY TENURE,http://api.census.gov/data/2019/acs/acs5/groups/B08137.json
980,B99181,ALLOCATION OF DISABILITY ITEMS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,http://api.census.gov/data/2019/acs/acs5/groups/B99181.json
981,B08134,MEANS OF TRANSPORTATION TO WORK BY TRAVEL TIME TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08134.json
982,B99184,ALLOCATION OF COGNITIVE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99184.json
983,B08135,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY TRAVEL TIME TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08135.json
984,B99183,ALLOCATION OF VISION DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,http://api.census.gov/data/2019/acs/acs5/groups/B99183.json
985,B08132,MEANS OF TRANSPORTATION TO WORK BY TIME OF DEPARTURE TO GO TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08132.json
986,B08133,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY TIME OF DEPARTURE TO GO TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08133.json
987,B08130,MEANS OF TRANSPORTATION TO WORK BY PLACE OF WORK--STATE AND COUNTY LEVEL,http://api.census.gov/data/2019/acs/acs5/groups/B08130.json
988,B08131,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY PLACE OF WORK--STATE AND COUNTY LEVEL,http://api.census.gov/data/2019/acs/acs5/groups/B08131.json
989,B20017,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B20017.json
990,B20018,"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER WHO WORKED FULL-TIME, YEAR-ROUND WITH EARNINGS IN THE PAST 12 MONTHS",http://api.census.gov/data/2019/acs/acs5/groups/B20018.json
991,B19025,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19025.json
992,B21100,SERVICE-CONNECTED DISABILITY-RATING STATUS AND RATINGS FOR CIVILIAN VETERANS 18 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B21100.json
993,B19001A,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001A.json
994,B19025C,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025C.json
995,B19001B,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001B.json
996,B19025D,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025D.json
997,B19025A,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025A.json
998,B19025B,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025B.json
999,B19001E,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001E.json
1000,B19025G,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025G.json
1001,B19001F,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001F.json
1002,B19025H,"AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B19025H.json
1003,B19001C,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001C.json
1004,B19025E,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025E.json
1005,B19001D,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19001D.json
1006,B19025F,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19025F.json
1007,B07404B,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404B.json
1008,B07404A,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404A.json
1009,B07404F,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404F.json
1010,B99193,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,http://api.census.gov/data/2019/acs/acs5/groups/B99193.json
1011,B07404E,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404E.json
1012,B99192,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED,http://api.census.gov/data/2019/acs/acs5/groups/B99192.json
1013,B07404D,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404D.json
1014,B07404C,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404C.json
1015,B99194,ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,http://api.census.gov/data/2019/acs/acs5/groups/B99194.json
1016,B07404I,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404I.json
1017,B07404H,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",http://api.census.gov/data/2019/acs/acs5/groups/B07404H.json
1018,B08141,MEANS OF TRANSPORTATION TO WORK BY VEHICLES AVAILABLE,http://api.census.gov/data/2019/acs/acs5/groups/B08141.json
1019,B99191,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED,http://api.census.gov/data/2019/acs/acs5/groups/B99191.json
1020,B07404G,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,http://api.census.gov/data/2019/acs/acs5/groups/B07404G.json
1021,B20004,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B20004.json
1022,B19019,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE,http://api.census.gov/data/2019/acs/acs5/groups/B19019.json
1023,B20005,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B20005.json
1024,B20002,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B20002.json
1025,B19013,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19013.json
1026,B20003,AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS,http://api.census.gov/data/2019/acs/acs5/groups/B20003.json
1027,B20001,SEX BY EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B20001.json
1028,B19113C,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19113C.json
1029,B19113D,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19113D.json
1030,B19113A,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19113A.json
